GR_VR,gr_vr_translated,age_at_sale,mileage,SALES_RES,registration_date,sales_date
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,49.38,122111,39.2%,01Mar2015,15Apr2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,48.46,176389,23.9%,03Aug2016,20Aug2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,36.07,122263,39.1%,01Oct2015,05Oct2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,34.36,145747,35.4%,01Nov2015,14Sep2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,41.51,83374,39.6%,01May2015,18Oct2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,62.10,102048,32.6%,30Mar2015,05Jun2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,48.75,120733,34.7%,13Apr2015,09May2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,41.25,124114,32.0%,01Jun2016,11Nov2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,50.66,216062,25.1%,16Jun2016,08Sep2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,39.31,179110,25.0%,27Oct2015,07Feb2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,48.20,117832,27.6%,12Jun2015,21Jun2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,49.28,120724,37.1%,01Apr2015,13May2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,51.08,203961,27.5%,01Feb2014,09May2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,61.80,246292,22.1%,01Aug2015,28Sep2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,37.11,99305,44.5%,01Jan2015,06Feb2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,48.23,78843,49.8%,01Jul2014,11Jul2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,49.84,151166,36.2%,01May2014,29Jun2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,37.97,125778,34.2%,01Jan2016,04Mar2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,48.59,114025,38.9%,01Oct2015,22Oct2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,49.61,199166,26.8%,01Dec2013,22Jan2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,38.00,195606,30.6%,01Mar2014,03May2017
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,38.95,122514,37.8%,01Jun2016,02Sep2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,47.64,83750,37.8%,14Aug2014,06Aug2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,55.87,182169,23.5%,01Jun2014,30Jan2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,36.69,98140,42.3%,01May2014,24May2017
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,43.41,124852,46.2%,01Apr2015,15Nov2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,34.23,68686,46.6%,01Sep2014,11Jul2017
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,43.54,95505,36.0%,08Oct2014,28May2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,48.56,156260,42.7%,01May2015,21May2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,49.15,147484,42.3%,28Jan2016,06Mar2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,50.07,87414,51.7%,01Jul2015,05Sep2019
239,SKODA|SKODA FABIA COMBI DIESEL|DIESEL,60.89,130502,33.5%,01Aug2013,01Sep2018
239,SKODA|SKODA FABIA COMBI DIESEL|DIESEL,53.18,126725,29.6%,01Aug2013,09Jan2018
243,SKODA|SKODA SPACEBACK GASOLINA   |PETROL,13.18,24782,49.0%,01Oct2017,07Nov2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,31.02,75760,47.1%,25Jul2017,26Feb2020
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,25.25,49245,47.2%,12Apr2016,22May2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,28.16,95475,43.0%,01Jan2016,09May2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,17.51,31599,53.7%,01Dec2015,18May2017
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,39.18,68438,45.1%,01Aug2015,08Nov2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,41.41,49092,45.6%,01Aug2015,15Jan2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,41.74,110867,31.7%,01Aug2015,25Jan2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,41.84,66978,37.1%,01Aug2015,28Jan2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,30.49,112649,34.4%,01Apr2017,18Oct2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,27.34,44067,47.1%,01Mar2017,13Jun2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,46.10,65057,42.7%,01Oct2016,07Aug2020
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,28.85,119925,34.3%,05Oct2016,04Mar2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,13.64,23210,57.2%,01Mar2016,21Apr2017
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,26.43,44485,50.5%,01May2016,16Jul2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,43.74,140720,32.2%,01Jan2016,27Aug2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,40.85,130493,34.4%,01Jan2016,31May2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,24.26,50191,46.5%,28Jun2017,08Jul2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,27.64,42385,46.5%,01Dec2016,24Mar2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,13.67,24849,56.4%,01Dec2016,22Jan2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,16.13,20429,49.9%,01Nov2016,08Mar2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,41.61,72251,33.0%,01Aug2015,21Jan2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,17.64,25472,56.7%,01Apr2017,21Sep2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,15.64,27048,52.7%,01Mar2017,21Jun2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,45.44,176723,25.1%,10Oct2016,27Jul2020
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,49.31,78794,36.1%,13Jul2016,25Aug2020
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,14.85,12157,56.4%,01May2016,28Jul2017
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,49.44,130470,31.3%,01Nov2015,18Dec2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,40.62,207638,24.6%,01Jun2016,23Oct2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,32.59,81316,35.2%,01Mar2016,20Nov2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,40.49,83544,36.0%,01Aug2015,18Dec2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,37.34,68100,42.5%,07Jun2017,20Jul2020
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,41.61,27379,40.3%,01Aug2015,21Jan2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,51.93,153862,26.6%,01Sep2015,02Jan2020
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,25.64,82069,42.2%,01Jun2017,23Jul2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,36.16,96108,30.2%,12Jun2017,19Jun2020
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,26.79,77139,39.3%,01Jun2017,27Aug2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,36.00,75046,44.5%,02Nov2016,05Nov2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,50.62,107163,33.2%,01Oct2015,23Dec2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,32.85,42854,43.9%,01May2016,28Jan2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,27.18,72297,42.7%,01Apr2016,09Jul2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,29.97,100398,31.5%,01Apr2016,02Oct2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,36.26,183726,30.2%,01Apr2016,12Apr2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,48.56,163116,25.5%,01Jan2015,21Jan2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,46.75,113026,31.0%,27Jul2016,22Jun2020
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,51.70,67083,39.9%,26Jan2016,21May2020
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,49.57,90383,35.0%,01Apr2016,22May2020
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,49.25,77497,40.2%,01Mar2015,11Apr2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,49.21,160459,26.5%,01Jun2015,11Jul2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,52.03,156282,25.1%,01Mar2015,05Jul2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,42.39,78145,33.2%,01Jul2015,14Jan2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,39.57,147286,31.4%,01May2015,20Aug2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,50.59,120523,34.0%,01Feb2014,24Apr2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,28.59,112127,39.8%,01Jun2015,20Oct2017
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,40.56,76049,36.6%,15May2015,03Oct2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,52.36,81269,33.5%,01Mar2015,15Jul2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,36.98,49958,47.0%,15Sep2014,17Oct2017
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,49.44,146270,32.6%,19Aug2016,05Oct2020
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,30.72,130667,32.4%,22May2015,14Dec2017
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,28.13,41614,48.4%,01Jan2017,09May2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,36.20,76807,45.5%,27Oct2016,05Nov2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,29.28,91593,26.8%,01Sep2016,11Feb2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,17.41,21949,59.1%,01Jun2016,14Nov2017
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,13.31,8827,58.0%,01Sep2016,12Oct2017
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,39.54,52603,35.4%,01Aug2015,19Nov2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,43.74,150062,33.7%,01Feb2015,27Sep2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,42.82,56073,31.7%,01Aug2015,27Feb2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,31.38,146220,32.0%,26Jul2017,09Mar2020
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,25.67,43473,47.5%,01Jun2017,24Jul2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,26.85,51352,44.2%,01Jun2017,29Aug2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,25.31,39825,47.4%,01May2017,12Jun2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,28.62,66012,43.2%,01Oct2016,21Feb2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,12.56,18801,61.2%,01Mar2017,19Mar2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,18.36,22389,53.1%,01Dec2015,13Jun2017
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,36.16,118136,43.4%,27Oct2016,04Nov2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,19.54,22223,48.7%,01Jan2017,20Aug2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,29.87,95834,33.8%,05Oct2016,04Apr2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,30.13,71226,35.0%,27Sep2016,04Apr2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,40.98,114881,41.2%,24Feb2017,28Jul2020
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,50.20,141537,28.9%,01Feb2015,12Apr2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,39.11,111362,31.8%,10Mar2017,15Jun2020
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,29.64,33521,44.1%,01Mar2017,22Aug2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,27.93,111704,33.6%,01Apr2017,01Aug2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,40.92,128160,39.2%,01Apr2017,31Aug2020
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,29.08,113448,35.0%,01Jun2016,05Nov2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,40.00,51620,36.3%,01Aug2015,03Dec2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,26.20,140792,31.0%,01May2017,09Jul2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,25.67,52726,45.2%,17May2017,09Jul2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,38.69,69898,44.8%,02Jun2017,25Aug2020
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,37.38,82467,44.6%,24Aug2017,07Oct2020
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,41.61,40593,34.5%,01Aug2015,21Jan2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,42.26,84904,35.1%,01Jul2015,10Jan2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,30.56,84187,39.2%,01Jan2017,22Jul2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,31.41,98760,37.8%,01May2015,14Dec2017
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,38.89,78049,39.0%,29May2015,27Aug2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,51.51,139258,24.7%,01Mar2015,19Jun2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,42.30,87261,39.2%,01Sep2014,14Mar2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,39.80,115730,31.7%,01Jun2015,27Sep2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,29.61,90865,42.7%,01May2015,20Oct2017
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,40.79,92955,42.5%,01Apr2017,27Aug2020
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,38.26,113607,37.0%,24Jul2015,03Oct2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,42.39,111638,29.2%,01Jul2015,14Jan2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,38.56,54481,40.3%,21May2015,09Aug2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,41.18,117873,35.1%,01May2015,08Oct2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,43.84,123066,29.5%,01Jul2015,27Feb2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,48.98,184890,30.0%,06Mar2015,08Apr2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,39.34,96819,32.9%,01Sep2014,14Dec2017
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,28.82,33838,44.7%,01Jan2017,30May2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,50.16,109866,47.3%,01Feb2015,11Apr2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,51.93,136823,29.7%,01Mar2014,02Jul2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,52.13,203194,25.9%,01Dec2013,09Apr2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,42.26,58994,34.8%,03Jun2015,13Dec2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,40.30,140508,35.2%,01Apr2017,12Aug2020
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,31.31,45728,44.0%,01May2015,11Dec2017
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,40.30,84863,35.9%,01May2015,11Sep2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,37.87,90832,38.3%,01May2015,29Jun2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,40.07,74661,40.3%,01Mar2015,05Jul2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,37.18,81040,36.3%,01Jun2015,09Jul2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,38.30,68886,39.0%,21Apr2015,02Jul2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,31.41,83308,38.8%,01May2015,14Dec2017
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,30.39,87345,36.7%,01Jun2015,14Dec2017
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,48.00,119900,30.1%,01Sep2014,04Sep2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,48.52,136348,31.2%,05May2015,24May2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,37.87,20568,47.2%,01Oct2014,29Nov2017
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,44.43,82805,37.9%,01Mar2014,15Nov2017
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,44.26,132091,30.1%,01May2015,10Jan2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,42.95,100073,37.1%,01Feb2015,03Sep2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,38.16,61839,43.1%,01Feb2015,10Apr2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,40.95,68232,37.4%,01May2015,01Oct2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,31.31,47355,42.1%,01May2015,11Dec2017
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,31.80,90908,39.0%,21May2015,15Jan2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,41.05,123732,34.3%,01Sep2015,04Feb2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,51.70,78272,36.0%,01Feb2015,28May2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,55.38,147306,33.4%,01Feb2015,17Sep2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,42.33,86263,32.6%,01Jun2015,13Dec2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,30.52,84483,40.4%,01May2015,17Nov2017
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,41.80,74056,38.0%,25Mar2015,20Sep2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,43.67,187684,23.2%,01Jul2015,22Feb2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,50.07,155516,28.5%,01Feb2015,08Apr2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,49.61,95299,38.0%,01Feb2015,25Mar2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,49.77,121953,34.2%,01Apr2015,28May2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,48.82,105657,34.4%,01Apr2015,29Apr2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,51.93,141402,31.0%,01Mar2014,02Jul2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,50.16,78148,35.5%,01May2015,09Jul2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,51.70,88037,25.0%,01Feb2015,28May2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,32.23,13081,58.1%,01Nov2014,11Jul2017
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,52.33,153054,34.1%,01Jan2015,16May2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,50.00,86133,38.6%,01Feb2015,06Apr2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,53.08,99759,35.5%,01Feb2015,09Jul2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,41.48,75957,29.7%,01Aug2015,17Jan2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,44.23,113924,34.1%,01May2014,09Jan2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,38.79,95995,42.9%,12Jun2015,07Sep2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,28.23,65348,43.1%,01Jul2015,08Nov2017
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,27.11,56283,46.0%,01Jan2017,08Apr2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,50.89,147757,28.3%,01Mar2015,31May2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,26.66,58541,42.9%,01Jun2017,23Aug2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,41.08,140700,34.8%,04May2017,08Oct2020
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,38.20,95037,40.0%,01Apr2016,10Jun2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,47.38,89819,39.9%,31Oct2016,15Oct2020
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,41.18,61229,38.9%,01Jun2014,08Nov2017
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,48.52,113864,30.6%,01Dec2013,20Dec2017
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,52.59,117541,33.9%,01Dec2013,23Apr2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,14.85,16930,49.6%,01Oct2017,28Dec2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,50.49,95410,33.0%,01Apr2015,19Jun2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,28.00,95917,35.4%,01Jun2017,03Oct2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,28.46,60710,40.6%,01May2017,16Sep2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,27.77,126756,38.4%,01May2017,26Aug2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,38.26,41300,46.3%,01Aug2015,11Oct2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,15.51,47303,45.5%,01Aug2016,17Nov2017
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,28.16,103173,36.3%,01Apr2017,08Aug2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,26.13,79381,41.9%,01Apr2017,07Jun2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,26.30,42757,43.7%,05Jan2017,18Mar2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,38.26,151280,28.0%,24Feb2017,06May2020
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,16.23,10410,51.5%,01Sep2017,09Jan2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,14.89,35108,47.8%,01Sep2017,29Nov2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,31.21,89780,37.4%,01Jun2017,09Jan2020
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,28.89,79043,37.5%,01Apr2017,30Aug2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,27.11,34994,40.7%,09Sep2015,14Dec2017
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,31.51,65461,41.4%,01Mar2017,18Oct2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,35.80,66979,45.6%,02Nov2016,30Oct2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,27.77,69608,34.3%,19Sep2016,14Jan2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,29.57,47817,43.7%,01Oct2016,22Mar2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,36.26,84192,44.3%,27Oct2016,07Nov2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,25.57,57722,37.6%,30Sep2016,19Nov2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,34.00,60158,39.5%,01May2016,04Mar2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,35.54,116125,31.4%,01Jun2016,21May2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,27.57,85449,42.6%,01May2016,20Aug2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,41.57,115174,32.4%,27Jan2016,18Jul2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,42.43,94247,35.4%,01Jan2016,18Jul2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,27.08,73042,46.9%,01Jan2016,06Apr2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,37.51,88340,35.5%,01Dec2015,18Jan2019
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,35.41,91010,37.1%,01Nov2015,16Oct2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,33.87,20390,52.9%,30Nov2017,28Sep2020
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,39.84,169430,18.6%,01Aug2015,28Nov2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,18.85,18209,42.2%,01Jun2017,28Dec2018
244,SKODA|SKODA SPACEBACK DIESEL|DIESEL,40.95,141963,38.9%,24Jan2014,26Jun2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,37.74,150591,34.0%,01May2016,26Jun2019
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,37.67,121226,38.1%,01May2016,24Jun2019
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,16.20,13286,43.9%,01Nov2015,09Mar2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,37.41,105256,36.5%,04May2016,19Jun2019
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,38.26,54631,38.2%,01Aug2015,11Oct2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,27.02,32325,46.8%,01Sep2016,04Dec2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,30.95,28548,38.5%,10Nov2016,12Jun2019
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,37.97,54646,42.1%,01Aug2015,02Oct2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,39.31,53872,37.8%,01Aug2015,12Nov2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,34.72,110772,35.5%,01Apr2015,23Feb2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,33.74,94757,40.4%,01May2015,23Feb2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,30.00,35985,47.3%,01Mar2015,01Sep2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,29.18,34453,37.1%,01Mar2015,07Aug2017
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,35.48,18734,39.3%,01Mar2015,15Feb2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,30.95,21788,38.5%,10Nov2016,12Jun2019
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,34.07,52763,37.8%,01Nov2015,05Sep2018
245,SKODA|SKODA FABIA DIESEL 2014|DIESEL,31.57,23960,47.3%,01Jun2017,20Jan2020
